,Title,Published_date,Views,Likes,Comments
1922,Beginner Friendly Full Python Tutorials(Teaser) | Python Tutorials For Absolute Beginners In Hindi#0,2018-11-24T14:21:16Z,2560909,47884,2120
1923,What is Docker? | Containerization Explained! | Why use Docker Container? (In Hindi),2018-11-23T12:00:06Z,265660,9422,292
1924,Logistic Regression : Overview And Working - Machine Learning Tutorials Using Python In Hindi,2018-11-22T12:15:00Z,84722,4965,408
1925,[Hindi] Message Flashing And Other Python Flask Resources | Web Development Using Flask & Python #25,2018-11-21T17:40:41Z,26455,994,152
1926,[Hindi] Hosting Flask App On Ubuntu Production Server WSGI - Web Development Using Flask & Python#24,2018-11-18T16:20:50Z,33221,768,117
1927,Adding Music and Background Image In Pygame - Python Game Development Using Pygame In Hindi #21,2018-11-15T15:11:16Z,59244,2281,334
1928,Bootstrap 4 Tutorial For Beginners In Hindi - हिंदी में (2021),2018-11-02T08:20:18Z,225394,4958,478
1929,15 Minute Python Tutorial For Beginners In Hindi (Full & Complete Python Crash Course),2018-10-11T14:26:32Z,562345,27505,897
1930,Which python version is best?,2018-10-10T14:09:26Z,47791,1808,82
1931,Cheat Codes & Home Screen In Pygame - Python Game Development Using Pygame In Hindi #20,2018-10-09T17:30:51Z,27864,1499,105
1932,Snakes Game: Creating High Score & Displaying It - Python Game Development Using Pygame In Hindi #19,2018-10-06T03:41:34Z,28149,1115,75
1933,"🔥Yes, Machine Learning Using Python In Few Minutes Is Possible In 2021! (See How)",2018-10-05T02:30:03Z,44572,5302,549
1934,Handling Game Over and Collision In Pygame - Python Game Development Using Pygame In Hindi #18,2018-10-03T16:24:12Z,27613,1303,155
1935,Snakes Game: Length Increment Logic - Python Game Development Using Pygame In Hindi #17,2018-10-02T12:19:20Z,40951,1692,227
1936,"Adding Score, Replotting Food & Changing Size - Python Game Development Using Pygame In Hindi #16",2018-10-02T02:30:02Z,29995,1786,151
1937,Creating Food For Snake To Eat - Python Game Development Using Pygame In Hindi #15,2018-10-01T14:30:01Z,26784,2083,73
1938,Making Snake Move On Arrow Key Press - Python Game Development Using Pygame In Hindi #14,2018-10-01T11:30:00Z,28080,2090,513
1939,Giving Speed To Our Snake In X and Y directions - Python Game Development Using Pygame In Hindi #13,2018-10-01T02:30:00Z,25758,1600,53
1940,Making Snake Move In All Directions - Python Game Development Using Pygame In Hindi #12,2018-09-30T14:30:01Z,28483,2248,81
1941,OverFitting And UnderFitting In Models Explained - Machine Learning Tutorials Using Python In Hindi,2018-09-30T10:34:34Z,52823,3667,242
1942,Moving Our Snake And Setting Game FPS - Python Game Development Using Pygame In Hindi #11,2018-09-30T05:30:01Z,31763,1303,108
1943,"K Nearest Neighbors: Pros, Cons and Working -  Machine Learning Tutorials Using Python In Hindi",2018-09-29T16:03:20Z,45929,3366,716
1944,Creating The Head Of Our Snake - Python Game Development Using Pygame In Hindi #10,2018-09-29T11:30:00Z,35036,1641,120
1945,Creating Ground For Our Snakes Game - Python Game Development Using Pygame In Hindi #9,2018-09-29T02:30:00Z,61016,2118,95
1946,Coding Our First Game In Pygame - Python Game Development Using Pygame In Hindi #8,2018-09-28T13:12:21Z,45617,2566,105
1947,[Hindi] K Nearest Neighbor Classification In Python - Machine Learning Tutorials Using Python Hindi,2018-09-28T08:33:33Z,68078,2933,154
1948,Event Types and Key Press Handling In Pygame - Python Game Development Using Pygame In Hindi #7,2018-09-28T02:30:00Z,41809,2418,233
1949,Handling Events In Pygame - Python Game Development Using Pygame In Hindi #6,2018-09-27T11:30:01Z,41473,1956,245
1950,Creating The Game Loop In Pygame - Python Game Development Using Pygame In Hindi #5,2018-09-27T02:30:00Z,46668,2096,68
1951,Game Specific Variables In Pygame - Python Game Development Using Pygame In Hindi #4,2018-09-26T14:30:00Z,50888,3251,99
1952,[Hindi] Supervised Learning : Classification  - Machine Learning Tutorials Using Python In Hindi,2018-09-26T11:44:37Z,58376,4603,395
1953,Creating The Game Window - Python Game Development Using Pygame In Hindi #3,2018-09-26T02:06:10Z,73513,3209,187
1954,Pygame Installation and Tips - Python Game Development Using Pygame In Hindi #2,2018-09-25T12:42:15Z,89515,2354,159
1955,Flappy Bird Game In Python - Python Game Development Using Pygame In Hindi #1,2018-09-25T01:42:04Z,202949,4910,230
1956,"[Hindi] Property Decorators, Setters & Deleters? | Object Oriented Programming Using Python #9",2018-09-23T09:17:06Z,28193,1155,91
1957,[Hindi] Magic/Dunder Methods In Python? | Object Oriented Programming Using Python Tutorial #8,2018-09-22T15:06:48Z,38838,1217,102
1958,Invalid python interpreter selected for the project pycharm (Solved),2018-09-21T18:24:24Z,4930,177,33
1959,[Hindi] Mini Batch and Stochastic Gradient Descent -Machine Learning Tutorials Using Python In Hindi,2018-09-18T11:45:00Z,61767,3182,207
1960,[Hindi] Python Matplotlib Tutorial - Python Data Science and Big Data Tutorials,2018-09-17T13:14:47Z,103972,3947,212
1961,"[Solved] ""ModuleNotFoundError: No module named"" Error Even When Module Installed In Pycharm",2018-09-16T08:07:00Z,229956,3093,346
1962,[Hindi] Loss Functions and Gradient Descent - Machine Learning Tutorials Using Python In Hindi,2018-09-15T12:41:48Z,109097,7617,949
1963,[Hindi] How Does Linear Regression Model Work? (Derivation) - Machine Learning Tutorials In Hindi,2018-09-14T13:39:45Z,92502,4342,219
1964,[Hindi] Linear Regression Code In Python Sklearn! - Machine Learning Tutorials In Hindi,2018-09-13T12:40:59Z,226963,8799,583
1965,What is Client Side Vs Server Side Programming? | Front end Vs Back End Explained!,2018-09-12T11:33:23Z,118800,4359,122
1966,[Hindi] Multiple Regression Model Explained! - Machine Learning Tutorials Using Python In Hindi,2018-09-12T05:00:00Z,149260,8938,380
1967,[Hindi] Simple Linear Regression Explained! - Machine Learning Tutorials Using Python In Hindi,2018-09-11T05:41:50Z,226101,8195,286
1968,[Hindi] Training And Test Data In ML - Machine Learning Tutorials Using Python In Hindi,2018-09-10T14:58:26Z,157722,9304,590
1969,[Hindi] Installing Python Scikit learn For ML -  Machine Learning Tutorials Using Python In Hindi,2018-09-09T11:40:08Z,165238,7150,139
1970,"[Hindi] Top 5 Best Books For Python, Data Science and Machine Learning",2018-09-09T08:04:25Z,33915,1621,79
1971,[Hindi] Supervised And Unsupervised Learning! - Machine Learning Tutorials Using Python In Hindi,2018-09-09T02:30:00Z,173553,7125,199
1972,[Hindi] Data Collection For Machine Learning? - Machine Learning Tutorials Using Python In Hindi,2018-09-08T06:32:53Z,179276,7978,146
1973,How To Earn Money In Stock Market Using Python and Data Analysis Of Stock Exchange Data?,2018-09-07T11:30:00Z,87688,4218,618
1974,[Hindi] What Are Features And Labels In ML? - Machine Learning Tutorials Using Python In Hindi,2018-09-07T02:30:00Z,193927,7905,349
1975,Do You Need Mathematics To Learn Machine Learning?,2018-09-06T13:08:58Z,40660,2581,130
1976,[Hindi] Some Machine Learning Facts & Motivation - Machine Learning Tutorials Using Python In Hindi,2018-09-06T00:50:51Z,204800,6753,187
1977,[Hindi] Setting Up VS Code For Python + Pros and Cons?,2018-09-05T12:29:19Z,2779,116,23
1978,[Hindi] Why Learn Machine Learning? - Machine Learning Tutorials Using Python In Hindi,2018-09-05T07:33:55Z,488614,14055,316
1979,[Hindi] Working With JSON In Python - Python Data Science and Big Data Tutorials,2018-09-05T02:30:00Z,25394,1200,41
1980,[Hindi] Merging DataFrames In Pandas - Python Data Science and Big Data Tutorials,2018-09-04T11:11:52Z,26784,1179,58
1981,[Hindi] Writing A CSV File In Python Pandas - Python Data Science and Big Data Tutorials,2018-09-04T01:27:51Z,28202,1394,39
1982,[Hindi] Reading A CSV File In Python Pandas - Python Data Science and Big Data Tutorials,2018-09-02T10:13:57Z,52609,1944,251
1983,[Hindi] Slicing And Adding Columns To A DataFrame - Python Data Science and Big Data Tutorials,2018-09-01T14:30:37Z,30595,2731,139
1984,[Hindi] Creating Our First Pandas DataFrame - Python Data Science and Big Data Tutorials,2018-09-01T06:36:30Z,32391,2346,177
1985,[Hindi] Introduction To Pandas Module - Python Data Science and Big Data Tutorials,2018-08-31T04:49:30Z,52606,1936,64
1986,[Hindi] Machine Learning and Artificial Intelligence Will Take Away Your Jobs?,2018-08-30T12:30:01Z,7509,444,61
1987,[Hindi] How To Make Money From Programming? (More than Jobs),2018-08-29T03:09:00Z,161271,8969,576
1988,[Solved] AttributeError: 'module' object has no attribute,2018-08-28T02:35:02Z,173708,1412,117
1989,[Hindi] Convert Python Program to Exe Executable,2018-08-27T12:30:00Z,65513,2316,168
1990,"[Hindi] Numpy Argsort, Argmin, Argmax And Other Tips - Python Data Science and Big Data Tutorials",2018-08-27T04:30:01Z,29458,1349,55
1991,Python Program To Check Whether A Number Is A Palindrome Or Not,2018-08-26T18:26:52Z,45440,1146,74
1992,Python Program To Calculate Factorial,2018-08-26T11:34:28Z,23073,553,30
1993,Do You Need A CS Degree To Get A Programming Job Or Interview?,2018-08-26T02:30:00Z,127115,8396,620
1994,"[Hindi] Axis, Sorting & Useful Numpy Functions-Python Data Science and Big Data Tutorials in Hindi",2018-08-25T13:02:18Z,38767,2143,129
1995,[Hindi] Can We Write Our Own Python Package (Make your own python package)?,2018-08-24T18:15:31Z,3089,155,37
1996,[Hindi] Python Numpy Array Functions and Slicing-Python Data Science and Big Data Tutorials in Hindi,2018-08-21T18:13:11Z,73068,2953,329
1997,[Hindi] Numpy Python Tutorial For Beginners | Python Data Science and Big Data Tutorials In Hindi,2018-08-20T17:04:32Z,89496,3251,406
1998,[Hindi] Jupyter Notebook Installation and demo | Python Data Science and Big Data Tutorials In Hindi,2018-08-19T08:31:51Z,216382,6826,729
1999,"[Hindi] What, Why And How of Big Data Analysis | Python Data Science and Big Data Tutorials In Hindi",2018-08-18T10:27:10Z,194155,7691,334
2000,Join Function In Python Explained | Advanced python tutorials in Hindi,2018-08-17T15:36:37Z,11764,483,64
2001,Format Function In Python Explained | Advanced python tutorials in Hindi,2018-08-17T13:05:05Z,24023,685,77
2002,[Hindi] Deleting A Local/Remote Branch In Git - Git and GitHub Tutorials for beginners #11,2018-08-16T19:27:21Z,23301,1060,208
2003,[Hindi] Branches In Git - Git and GitHub Tutorials for beginners #10,2018-08-16T18:38:50Z,31018,1357,149
2004,Enumerate Function In Python Explained | Advanced python tutorials in Hindi,2018-08-16T11:45:00Z,12779,424,19
2005,[Hindi] Fixing The Add Post Bug - Web Development Using Flask and Python #23,2018-08-16T02:45:00Z,13589,367,33
2006,[Hindi] Bisect Module In Python Explained | Advanced python tutorials in Hindi,2018-08-15T15:51:08Z,12146,518,46
2007,[Hindi] Advanced List Slicing In Python Explained | Advanced python tutorials in Hindi,2018-08-15T13:49:21Z,13945,549,55
2008,[Hindi] Ignoring Files In Git By Adding .gitignore File - Git and GitHub Tutorials for beginners #9,2018-08-14T03:41:19Z,22433,881,21
2009,[Hindi] Cloning A Git Repository - Git and GitHub Tutorials for beginners #8,2018-08-13T02:45:00Z,148034,2372,47
2010,[Hindi] Git add -A and Git add . difference - Git and GitHub Tutorials for beginners #7,2018-08-12T10:58:48Z,21247,716,17
2011,[Hindi] Scanning Changes To Files Using git diff command - Git and GitHub Tutorials for beginners #6,2018-08-12T06:08:58Z,35436,1160,27
2012,[Hindi] Pushing and Pulling Code From Git - Git and GitHub Tutorials for beginners #5,2018-08-11T08:48:36Z,249994,3937,138
2013,[Hindi] Git Three Stage Architecture - Git and GitHub Tutorials for beginners #4,2018-08-09T17:40:24Z,54046,2187,53
2014,[Hindi] Our First Git Repository - Git and GitHub Tutorials for beginners #3,2018-08-08T16:06:04Z,97768,5642,126
2015,[Hindi] Installing Git - Git and GitHub Tutorials for beginners #2,2018-08-07T13:48:46Z,106293,2874,50
2016,[Hindi] Introduction To Git - Git and GitHub Tutorials for beginners #1,2018-08-07T05:01:01Z,181117,4761,83
2017,[Hindi] Hosting The Blog On A Server - Web Development Using Flask and Python #22,2018-08-06T16:32:09Z,23874,531,97
2018,[Hindi] Pickle Module In Python Explained!,2018-08-06T12:30:00Z,8584,286,41
2019,[Hindi] Purchasing A Domain Name From Godaddy- Web Development Using Flask and Python #21,2018-08-05T18:25:53Z,19945,597,31
2020,[Hindi] Uploading Flask Blog To GitHub - Web Development Using Flask and Python #20,2018-08-05T14:30:01Z,25403,662,60
2021,[Hindi] Creating Pagination In Flask - Web Development Using Flask and Python #19,2018-08-05T10:41:24Z,21537,834,86
2022,[Hindi] Deleting BlogPosts In Flask - Web Development Using Flask and Python #18,2018-08-05T08:55:30Z,13505,687,44
2023,[Hindi] Uploading Files In Flask - Web Development Using Flask and Python #17,2018-08-05T05:29:02Z,34586,938,138
2024,[Hindi] Adding New Posts To Flask Blog - Web Development Using Flask and Python #16,2018-08-05T03:30:02Z,28890,720,179
2025,"[Hindi] Edit, Delete and File Upload - Web Development Using Flask and Python #15",2018-08-04T12:30:00Z,35683,1144,172
2026,[Hindi] Fastest way to learn web development in 2021!,2018-08-04T04:18:05Z,12852,638,71
2027,What Is Virtual Private Server? | VPS explained in Hindi,2018-08-03T12:57:23Z,17014,750,50
2028,[Hindi] Creating Admin Dashboard - Web Development Using Flask and Python #14,2018-08-03T04:35:45Z,39202,1224,69
2029,[Hindi] How To Find Execution Time Of A Python Program Using Time Module?,2018-08-02T12:05:27Z,68216,1260,56
2030,[Hindi] Designing The Blog's Homepage - Web Development Using Flask and Python #13,2018-08-02T02:30:00Z,30720,1128,85
2031,CodeWithHarry Live Stream,2018-08-01T18:13:02Z,0,0,0
2032,[Hindi] But What is* Git and GitHub??,2018-08-01T11:30:00Z,345939,14547,199
2033,[Solved] No module named MySQLdb,2018-08-01T09:26:01Z,56253,904,276
2034,[Hindi] Creating Our First Flask Post In Hindi - Web Development Using Flask and Python #12,2018-08-01T06:48:47Z,42795,1399,209
2035,[Hindi] Sending Emails Using Flask - Web Development Using Flask and Python #11,2018-07-30T16:36:18Z,43822,1496,264
2036,[Hindi] Making Parameters Configurable - Web Development Using Flask and Python #10,2018-07-30T03:17:10Z,47617,2409,292
2037,[Hindi] Flask SQLAlchemy Tutorial In Hindi - Web Development Using Flask and Python #9,2018-07-29T08:08:52Z,102786,2844,619
2038,[Hindi] Connecting to the Database - Web Development Using Flask and Python #8,2018-07-28T12:47:20Z,106897,3077,175
2039,[Hindi] Template Inheritance In Jinja2 - Web Development Using Flask and Python #7,2018-07-28T05:01:19Z,72244,2974,339
2040,[Hindi] Creating A Tech Blog - Web Development Using Flask and Python #6,2018-07-27T06:08:15Z,98792,3638,491
2041,[Hindi] Jinja Templating Basics - Web Development Using Flask and Python #5,2018-07-26T05:02:52Z,109339,3165,116
2042,[Hindi] Simple Bootstrap Site - Web Development Using Flask and Python #4,2018-07-25T05:07:40Z,108783,2497,151
2043,[Hindi] Static and Templates folder - Web Development Using Flask and Python #3,2018-07-24T15:20:07Z,155138,3855,340
2044,[Hindi] Creating Our First Flask App - Web Development Using Flask and Python #2,2018-07-24T03:46:54Z,212422,5835,373
2045,[Hindi] How Websites Work - Web Development Using Flask and Python #1,2018-07-23T04:24:10Z,321097,8416,292
2046,[Hindi] Lambda functions in python in Hindi | Advanced python in Hindi,2018-07-22T12:46:42Z,17676,614,46
2047,"Map, Filter and Reduce in Python |  Advanced Python in Hindi",2018-07-18T13:04:46Z,17057,700,41
2048,"List Comprehension, Dictionary Comprehension And Generator Comprehension | Advanced Python in Hindi",2018-07-16T15:01:25Z,18540,642,53
2049,"[Hindi] Iterators, Iterables and Generators in python explained | Advanced python tutorials in Hindi",2018-07-15T12:24:44Z,55342,1816,61
2050,[Hindi] Virtual Environment (venv) in python explained | Advanced python tutorials in Hindi,2018-07-11T08:16:09Z,38132,1036,78
2051,"[Hindi] Try, Except, Else and Finally in python explained | Advanced python tutorials in Hindi",2018-07-09T17:39:43Z,34168,1064,42
2052,[Hindi] *args and **kwargs in python explained | Advanced python tutorials in Hindi,2018-07-08T09:47:29Z,33776,1119,74
2053,"[Hindi] if __name__ == ""__main__"" in python explained | Advanced python in Hindi",2018-07-07T11:31:11Z,110564,2603,108
2054,[Hindi] Inheritance In Python oops | Object Oriented Programming In Python Tutorial #7,2018-06-20T09:55:46Z,38410,1204,55
2055,[Hindi] Static Methods In Python oops | Object Oriented Programming In Python Tutorial #6,2018-06-16T08:33:21Z,35947,1150,37
2056,[Hindi] Class Methods As Alternative Constructor | Object Oriented Programming In Python Tutorial #5,2018-06-15T08:40:49Z,46544,1274,50
2057,[Hindi] Class Methods In Python | Object Oriented Programming Using Python Tutorial #4,2018-06-14T11:47:39Z,64123,1741,94
2058,[Hindi] Instance and Class Variables | Object Oriented Programming Using Python Tutorial #3,2018-06-13T12:50:45Z,92101,2717,222
2059,"[Hindi] Classes, Objects and Constructors | Object Oriented Programming Using Python Tutorial #2",2018-06-10T04:47:32Z,131871,3782,144
2060,[Hindi] Why OOPs In Python? | Object Oriented Programming Using Python Programming Tutorial #1,2018-06-09T13:40:45Z,178657,5149,158
